Metabolite	PRISM|7122	PRISM|7147	PRISM|7150	PRISM|7153	PRISM|7184	PRISM|7238	PRISM|7406	PRISM|7408	PRISM|7421	PRISM|7445	PRISM|7486	PRISM|7547	PRISM|7658	PRISM|7662	PRISM|7744	PRISM|7759	PRISM|7791	PRISM|7843	PRISM|7847	PRISM|7855	PRISM|7858	PRISM|7860	PRISM|7861	PRISM|7862	PRISM|7870	PRISM|7874	PRISM|7875	PRISM|7879	PRISM|7899	PRISM|7904	PRISM|7906	PRISM|7908	PRISM|7909	PRISM|7910	PRISM|7911	PRISM|7912	PRISM|7938	PRISM|7941	PRISM|7947	PRISM|7948	PRISM|7955	PRISM|7971	PRISM|7989	PRISM|8095	PRISM|8226	PRISM|8244	PRISM|8264	PRISM|8283	PRISM|8332	PRISM|8336	PRISM|8361	PRISM|8374	PRISM|8377	PRISM|8406	PRISM|8452	PRISM|8462	PRISM|8466	PRISM|8467	PRISM|8475	PRISM|8483	PRISM|8485	PRISM|8496	PRISM|8523	PRISM|8534	PRISM|8537	PRISM|8550	PRISM|8564	PRISM|8565	PRISM|8573	PRISM|8577	PRISM|8589	PRISM|8591	PRISM|8592	PRISM|8624	PRISM|8629	PRISM|8675	PRISM|8683	PRISM|8746	PRISM|8749	PRISM|8753	PRISM|8754	PRISM|8758	PRISM|8764	PRISM|8765	PRISM|8774	PRISM|8776	PRISM|8783	PRISM|8784	PRISM|8788	PRISM|8789	PRISM|8794	PRISM|8800	PRISM|8802	PRISM|8806	PRISM|8807	PRISM|8841	PRISM|8843	PRISM|8847	PRISM|8878	PRISM|8892	PRISM|9126	PRISM|9148
citrulline	3492.83	469.472	2572.63	401.235	1399.92	739.925	0	529.949	1609.75	1307.37	2261.46	630.224	2365.48	3053.79	1316.69	1594.52	2705.63	921.63	3905.13	3579.32	1141.85	3708.3	5395.3	1501.57	2036.78	4200.05	4534.63	2882.21	2872.98	2853.13	2024.65	1787.08	2503.66	3483.02	3881.76	3155.36	1569.96	3243.76	923.881	2882.94	2189.23	1066.41	1542.81	493.996	1140.36	310.73	126.275	224.038	661.669	2455.48	5969.84	2739.34	7140.41	2167.85	4220.85	2605.52	1510.24	2546.96	3986.07	2280.55	1692.72	2910.01	2606.28	747.002	630.505	2158.75	2948.27	752.044	3475.28	2094.94	2783.46	2822.92	2867.38	4342.92	741.004	2558.41	306.234	86.7034	7.05036	1037.23	108.933	125.424	115.132	294.67	1051.74	293.531	686.522	439.482	149.582	413.314	195.123	444.807	435.158	139.012	89.0576	116.967	1853.29	201.769	735.689	907.832	4050.37	2556.73
creatine	188.662	60.7007	166.309	234.892	58.8871	7375.2	20255.4	131.215	473.687	2923.5	3907.54	90.8144	100.846	12.5048	43.4019	212.883	8.08356	10593.2	242.768	393.523	1638.38	46.7431	181.45	746.038	21.7745	46.9806	13857.7	17.3017	26.0406	340.654	107.366	39.3204	24.8729	65.7327	52.1414	1137.51	11427.9	151.121	20147.4	32.5638	567.121	34846.3	30651.3	33098.1	8424.16	227.334	18560.5	150.479	54.5245	11236.3	4618.26	13.7346	25.4933	159.575	27795	63.1191	45.2627	1142.99	73.515	3055.05	44.8113	262.575	6154.91	5919.14	128.687	14959.4	20.1542	14594.3	908.683	29.6445	330.101	18202.3	83.976	603.29	19076.2	140.977	2213.29	32701.3	13754.9	3575.2	93.455	17890.4	124.416	339.606	186.601	98.4149	180.824	52.7192	214.744	54.3468	140.21	4171.09	165.669	14874.9	10585.3	15536.7	756.208	559.266	1514.77	25022.3	6690.02	106.987
creatinine	235.861	109.167	227.94	77.5904	94.4461	6334.61	5901.52	319.347	3759.68	12973.6	20589.1	122.14	264.038	11.7908	10.9881	356.962	10.9155	2147.99	1762.05	11661.1	11556	9.5955	1236	21479	23.2896	204.555	9875.69	16.1214	13.1866	5900.83	48.5016	110.047	0	7.38985	82.9987	15864.9	9246.21	166.107	23370.9	664.838	10723.8	32124.6	14966.5	5625.76	9868.56	418.149	11335.7	192.543	0	17097.9	44929	28.86	13.4141	45.6832	24956.7	171.407	27.1122	499.325	168.293	20616.2	357.11	8506.98	2354.68	23764.3	12746.3	18914	59.565	70097.3	5543.85	9.02349	1279.61	25263.9	43.061	13093.3	25463.1	92.1244	8464.02	9913.31	13345.7	8436.22	15.0353	19849.7	56.3893	0	52.0072	36.4138	25.6633	20.3822	21.7952	35.627	0	1154.75	192.39	13814.7	22253	27516.3	292.407	147.25	102.125	28206.8	51843.7	39.2559
cystine	30.2932	0	52.1934	0	13.5342	9.68421	15.9491	0	12.7219	10.6561	21.2697	0	14.2283	5.55428	2.42737	30.3839	57.3645	15.2152	12.8029	5.80041	10.3958	16.7867	11.5402	0	9.70516	6.15063	516.389	5.7647	10.542	21.1193	4.643	11.7045	0	7.32524	20.7822	3.09652	35.4288	28.7079	9.59474	71.33	0	16.259	606.046	10.6197	163.952	0	448.816	0	0	2485.16	14.838	29.8952	50.3446	18.4334	4725.09	15.4061	35.3014	79.1853	24.6472	23.281	13.8834	29.3597	92.3748	540.975	8.04698	36.2088	17.239	434.476	18.1422	4.71919	13.2548	102.093	12.9663	17.4657	2044.06	8.91644	1.34128	275.345	0	5.60476	0	805.001	0	0	2.16141	0	17.4635	0	0	0	0	0	0	0	58.0904	99.4199	27.794	0	2.79056	88.7031	43.1811	8.94461
cytosine	8.3909	89.195	0	32.0782	600.787	689.201	0	99.4457	573.709	57.8777	292.914	125.691	186.97	47.2494	15.832	657.107	55.4292	371.999	90.4245	0	927.525	236.616	67.3908	210.137	19.0232	63.4425	45.8479	37.2242	48.1452	11.9582	1105.85	45.5563	38.4501	599.712	33.4073	691.141	692.885	10.1772	264.61	36.6095	163.736	768.91	10.623	68.197	196.92	75.9233	0	53.8083	61.2102	323.39	63.2766	72.6467	17.71	142.453	142.563	285.047	135.534	1164.75	104.23	50.8289	0	0	0	105.048	155.322	0	0	55.2709	859.249	457.203	0	242.487	82.4432	7.84227	683.261	155.92	1419.69	658.118	144.555	79.8619	130.332	309.702	297.941	33.5603	53.6178	1235.72	20.8246	22.1962	170.166	109.695	118.891	499.857	8.53248	46.1929	1142.42	0	15.6976	23.413	30.1607	834.531	26.8493	20.0215
deoxycholic acid	67599.1	32517.6	44962.8	40411.9	58419.2	90.6133	124.433	55712.6	31893.5	32200.3	33620	42222.5	69977.9	52197	45022.3	56181.6	43314.3	95.5533	15155.4	27939.6	50384.5	46062.1	44615.1	46310.3	35143.4	41171.2	28871.2	48211.4	36725.5	40664.5	44353.6	39129.7	59353.5	50318	48119.3	19402.6	66478.5	44762.2	147.205	39322.6	92330.1	0	231.853	98.4084	858.619	73890.7	69.3639	71596.1	52931.3	0	45510.9	42200	33469	56048.9	185.842	41058.3	43954.6	36660.1	58042.5	41838.5	59418.9	41638	4795.35	180.575	79.4496	3268.16	520.7	0	42605.2	47154.3	62261.5	35325.8	37912.3	53567.4	186.101	44747.8	24900.9	387.475	157.658	20256.8	58320.8	114.71	12781.5	36752.3	55601.4	33181.2	35635.6	58996.9	85670.1	41972.8	64708	52354.3	61627.1	59.5232	150.61	40467.9	50241.7	18391.9	45147.9	23849.7	102518	80980.8
deoxyinosine	4.42134	7.58341	99.0081	7.3636	454.392	28.4307	0	29.228	134.699	442.723	20.4818	19.1679	133.109	356.077	3.24001	229.577	165.29	47.4567	524.789	1346.26	577.213	515.893	1795.64	85.1676	191.231	1168.56	68.8278	491.463	922.804	381.782	128.747	959.163	359.599	725.275	910.35	306.233	84.3935	52.6756	228.045	4.95163	540.463	333.205	156.069	3.93656	233.337	129.9	170.234	7.56926	27.7063	26.2022	1163.11	76.0517	264.825	13.5869	40.5659	210.244	113.549	662.247	188.104	228.271	0	171.965	362.857	13.7235	119.655	61.8204	449.852	669.019	266.96	1940.29	443.744	6.80453	203.381	1032.55	26.665	76.2379	10.3595	24.8524	0	7.07	15.609	3.61385	9.4348	10.9921	8.15149	16.4436	11.3928	14.6302	0	60.9722	0	0	112.324	11.2903	25.1444	188.234	23.0219	16.3408	13.0923	63.515	139.931	92.19
diacetylspermine	32.8053	1698.54	0	296.16	192.66	208.706	38.0127	118.906	1469.06	124.719	2562.6	128.832	313.606	27.941	38.4	669.192	0	473.368	196.887	26.6027	1381.15	72.8733	10.5248	52.7468	85.1659	46.1967	1475.04	10.0843	378.678	41.4361	369.681	4133.31	56.2002	525.69	1054.22	136.698	1844.69	8365.87	550.97	853.957	262.005	620.404	181.519	515.852	209.958	37.4601	113.988	0	32.9581	278.139	15.3925	392.452	36.9248	1132.66	806.925	4616.58	2360.46	965.226	1448.18	2135.51	1053.45	108.682	2316.96	344.325	176.429	861.18	1230.06	59.4013	317.96	113.265	500.513	532.727	401.881	0	511.409	4127.19	1391.74	46.6635	107.132	1617.89	58.9034	288.932	22.3664	0	26.3662	412.216	20.3044	0	297.391	109.823	450.113	2208.3	0	438.2	468.453	1245.69	61.0293	9.44475	741.06	2135.12	248.055	101.016
dihydroxybenzoic acid	155.13	5795.78	369.897	325.144	733.481	97.8884	1349.24	955.209	911.738	337.884	1220.38	2946.1	935.188	889.541	416.852	1922.51	159.303	352.779	2233.2	231.844	1690.71	1273.35	243.5	1037.01	400.064	189.859	69.6978	190.558	965.44	1951.99	425.508	4530.6	137.404	873.525	1811.49	199.791	1056.51	577.362	164.708	185.949	1130.98	230.832	225.201	424.358	217.655	684.87	139.967	118.716	534.619	41.923	342.865	723.574	768.726	1361.06	115.692	693.227	259.98	2217.11	5499.17	1588.5	480.081	503.895	17.336	140.244	495.095	293.16	871.106	108.101	1411.78	152.466	885.232	393.908	717.243	620.619	144.49	286.323	412.782	1185.3	177.809	963.342	756.961	4969.85	69.9397	542.531	1273.61	174.032	694.377	250.236	1957.15	1252.61	1597.23	2929.22	1764.7	774.274	1308.5	975.015	129.771	519.302	267.706	912.047	1072.22	1082.7
dimethyllysine	75.6033	83.6951	941.07	534.451	1079.24	310.248	66.4476	415.876	473.288	894.063	706.355	21.9766	693.264	108.686	1449.66	871.579	1109.56	978.729	1218.66	342.6	447.218	181.14	75.9385	1802.01	56.3555	132.497	3002.05	127.148	221.282	240.474	149.584	610.848	141.391	1233.03	1247.48	366.604	489.864	381.379	488.105	218.821	231.182	548.075	1562.11	1428.88	3214.13	75.4993	1684.74	21.6066	64.1992	1591.85	1954.01	1677.07	1597.28	444.159	3072.28	945.407	725.801	483.034	292.56	1730.21	579.391	2023.43	6526.3	189.567	1319.08	782.206	601.267	2922.11	433.959	580.968	1544.75	332.827	577.797	709.959	652.878	756.92	1355.4	88.4638	145.751	493.926	44.5024	702.308	57.019	20.2258	491.489	228.88	204.945	22.462	109.637	75.4156	160.807	243.637	14.9759	1887.16	439.493	877.885	614.047	53.8258	489.06	810.407	729.201	43.523
docosahexaenoic acid	12086.4	234.76	1407.71	5532.83	2165.76	966.892	2348.97	106.216	224.375	169.094	6836.95	373.231	350.912	110.27	166.821	957.008	1591.28	15456.2	630.915	517.955	941.712	264.137	118.256	258.89	169.153	258.132	4111.51	106.388	246.795	135.816	1144.62	2577.03	83.8856	472.855	245.647	138.994	1539.3	503.968	1163.39	1841.8	464.421	555.07	729.283	865.429	18092.3	720.275	763.351	131.483	1693.21	9121.63	355.314	432.949	154.326	362.975	4429.1	33058.8	2202.63	7312.03	1416.2	509.446	277.97	1745.35	11329.3	1519.83	166.567	3861.15	106.038	9134.05	821.891	353.866	464.223	3374.87	867.448	285.717	4270.58	345.258	6526.55	5383.65	253.087	1524.77	637.263	16970.7	329.442	430.983	196.911	103.669	1293.59	393.732	412.386	112.907	28843.9	465.586	540.931	8366.26	577.682	1027.9	1864.89	1947.3	2586.13	483.473	4398.04	185.667
docosapentaenoate	31802.2	45.2582	484.028	7926.97	654.778	13612	1162.19	5149.94	1283.21	565.497	3535.39	1454.65	127.832	56.8181	120.6	1434.89	2241.08	1103.21	185.85	142.908	230.33	828.898	121.666	102.157	1212.84	110.412	2055.34	26.9496	510.979	148.387	273.323	425.315	43.8662	63.0282	1438.92	33.9554	1823.96	1348.51	4644.81	3120.65	172.726	134.901	2000.43	15333.8	945.986	1001.99	294.086	189.835	1369.7	1275.28	2239.96	4974.14	2568.21	946.318	1721.7	7706.73	3475.22	1934.55	124.01	2431.73	4449.75	3296.35	5006.44	2453.95	1375.77	4657.29	1624.57	2121.54	457.593	258.066	187.739	3841.15	715.218	1102.59	808.447	4399.09	2065.78	1243.68	998.933	2390.79	333.836	17904.6	77.5995	129.573	451.605	21.5369	6763.44	565.654	574.101	127.571	5787.63	2217.79	306.201	3376.33	4644.22	974.373	12724.9	10954.8	6477.79	487.386	845.796	722.191
docosapentaenoic acid	17900.7	25.2904	256.7	1491.29	1094.9	4877.13	362.575	1333.59	426.543	596.175	612.979	490.183	54.2708	17.7988	43.9018	598.89	1722.04	1609.28	68.062	82.6253	122.583	341.076	23.5985	20.0888	750.551	52.3194	1858.23	0	115.799	25.3662	114.74	164.065	0	16.7344	564.236	0	957.509	1348.74	2200.38	2398.82	54.0722	48.5816	675.367	5594.72	1701.15	281.357	155.278	51.1654	593.664	1031.39	763.062	3917.98	1479.55	257.508	1394.77	4145.82	1135.55	1445.91	101.061	924.601	2696.03	1201.63	2771.76	1009.63	560.118	1920.74	419.547	1019.38	220.056	122.233	67.3394	2173.47	301.241	657.787	218.432	1432.64	1791.64	420.15	508.459	693.61	61.5352	3415.26	29.6025	23.567	176.032	32.1304	1621.97	129.373	72.4335	14.8022	2089.4	465.073	66.0456	1156.05	2967.87	320.485	4481.34	3384.27	1408.14	143.866	270.073	285.21
dodecanedioic acid	85.4941	68.2156	57.6006	29.4696	69.5616	14.5927	57.2965	35.5413	73.2462	27.6434	35.6173	34.6497	181.176	200.85	118.688	62.5094	151.744	58.0839	272.244	1073.98	88.9652	260.354	1616.78	224.257	138.313	143.221	56.5316	5316.09	157.51	166.032	68.2279	77.9663	2834.17	38.2139	85.7479	235.547	34.839	34.0441	25.074	31.2084	135.688	49.7456	47.8074	27.8145	79.645	324.481	22.4573	54.7568	239.451	20.8387	55.2669	31.1023	88.3144	78.678	57.1583	66.6248	45.1942	141.179	250.223	45.7064	56.2648	47.6766	116.344	34.3806	30.8837	51.977	28.9481	32.0688	53.5928	224.79	129.862	47.7589	41.0559	79.3733	48.0253	30.4118	21.257	67.265	38.4426	68.1388	48.8455	35.8254	106.499	215.005	104.802	87.8218	89.5241	346.474	175.18	166.887	386.171	59.6585	3932.22	74.8106	37.5442	45.582	0	41.4363	50.2144	29.1183	36.667	185.044
eicosapentaenoic acid	6560.82	45.2677	162.148	1020.76	172.915	205.988	780.134	35.4565	134.529	110.058	360.832	101.179	37.6483	0	112.283	641.728	61.5614	1340.84	142.069	59.0209	203.916	11.4542	53.4451	0	62.5142	81.2321	750.088	0	103.151	42.562	452.879	1109.94	50.141	125.244	90.8624	0	390.098	126.456	458.287	565.388	305.119	103.686	116.903	481.878	2118.47	173.438	233.536	0	368.579	3393.96	210.278	99.0519	56.5749	175.572	591.778	8868.31	433.611	2064.86	246.652	239.674	69.8673	444.782	1239.52	875.495	112.009	1207.53	41.0344	2745.17	173.678	176.673	172.192	1790.62	157.461	76.8059	2596.24	204.24	1655.05	4115.19	62.2713	814.277	149.033	25876.6	101.578	280.952	107.753	0	715.015	0	138.156	0	4661.99	204.359	251.104	1261.54	187.995	288.569	141.742	493.592	942.279	189.305	3766.4	76.4075
eicosatrienoic acid	1231.91	17.9046	206.869	456.903	397.254	5983.65	1054.61	1480.64	645.386	880.546	2180.99	1035.38	62.4855	25.9125	0	231.37	1075.15	628.651	91.6793	74.2044	65.9519	232.878	24.5167	80.425	734.897	72.5307	2127.34	20.9232	63.6017	18.2252	31.8383	75.1058	0	21.7641	1969.77	0	778.706	4511.67	1922.39	2543.2	0	275.269	696.259	1803.11	726.297	166.25	1093.53	30.1431	296.452	722.77	318.881	2419.66	2858.55	643.699	705.294	1438.22	793.841	342.335	23.2161	1412.41	3878.85	976.588	1443.94	482.939	484.223	1756.69	303.444	1455.67	266.177	50.339	40.2393	1014.52	770.923	1308.12	236.295	1526.97	1098.93	326.799	529.354	574.144	21.5361	329.586	0	23.0401	90.0435	0	990.916	50.2325	54.2384	16.2668	91.9799	697.895	41.5784	679.627	1854.37	208.761	4277.49	1781.19	1583.35	366.315	237.472	357.079
eicosenoate	605.905	441.008	130.968	357.984	472.476	454.084	191.742	72.3717	46.3507	404.29	142.811	139.221	99.8524	103.556	36.5806	46.8814	297.159	576.973	197.316	731.089	97.2386	20.2052	43.8643	218.321	6.15556	94.7062	98.0052	435.437	90.2016	14.7238	166.335	147.331	19.141	97.3854	62.976	379.349	38.9959	736.237	321.921	74.4375	141.855	56.5748	104.636	600.282	105.558	333.183	171.782	498.768	225.27	48.3304	23.5646	60.5883	66.73	170.81	147.74	149.601	142.66	209.998	82.7944	51.2041	144.299	75.8682	108.554	497.941	36.935	80.7104	22.0446	65.6904	34.3464	122.651	67.6778	185.808	70.6692	23.3249	47.5035	86.6609	827.64	76.5549	393.82	369.035	1334.46	240.667	954.23	240.223	992.566	1654.38	91.161	1549.51	259.659	285.828	196.309	125.665	1344.74	110.564	167.059	22.7452	550.011	169.074	584.133	53.0636	56.9431	54.0259
epoxysqualene	27.0522	12.6475	12.2278	0	0	15.208	0	0	0	35.128	10.4919	26.4703	0	21.928	0	0	10.8176	13.6442	0	41.7917	0	0	0	9.56713	0	71.6316	29.4919	41.9633	8.13905	63.4864	14.8949	0	61.7323	26.6391	0	20.5664	805.741	110.574	65.8779	0	0	0	0	92.0947	19.6335	0	0	0	61.6458	0	0	11.9043	0	0	0	0	8.02299	200.878	0	26.2858	16.5999	25.3497	0	46.6102	0	0	25.0168	0	0	34.5702	37.3276	18.4452	24.282	0	0	10.1132	6.26418	0	0	0	55.2034	0	0	34.0324	0	8.28989	0	17.5509	28.3702	32.5001	0	0	36.5508	0	0	0	0	0	0	0	0	0
erythronic acid	132.402	58.5786	197.944	78.3484	138.55	875.379	68.8873	117.922	250.491	1059.65	335.654	137.43	511.132	86.9453	142.734	763.638	179.569	770.78	268.683	161.673	338.065	163.669	255.626	1164.71	57.3492	160.333	488.217	124.245	161.415	180.974	132.875	1434.95	57.0558	81.6544	89.6523	157.728	506.87	2900.38	686.94	577.809	154.104	1405.63	2576.04	961.772	1466.88	94.8224	723.679	62.5711	110.845	7767.53	3041.97	276.716	183.181	663.524	1318.65	81.3511	2493.62	282.353	2056.7	166.071	637.053	248.274	1473.94	1119.57	492.526	202.446	648.016	4168.96	207.822	194.607	222.808	1219.91	344.633	272.519	2819.93	1536.44	91.6842	255.322	387.125	141.289	64.9049	671.401	85.8607	74.4043	113.266	78.545	138.786	65.2086	62.5599	76.2178	921.182	342.788	251.532	45.2504	304.95	3237.24	57.3125	146.705	281.705	1244.81	521.712	371.351
ethyl 9-hexadecenoate	2089.11	7342.11	340.747	3807.8	7540.73	7618.31	2935.44	1749.69	974.969	6181.79	2117.84	7175.89	660.743	1406.64	735.388	314.579	3043.29	10085	840.465	488.614	5645.89	2019.26	1306.46	2248.97	961.771	1121.73	2400.55	6207.03	1046.09	452.706	5295.54	7259.34	1022.35	1901.97	1660.37	4171.5	5705.46	2764.73	4007.32	3550.94	1408.28	2480.19	1570.35	6488.46	5802.54	3378.71	170.209	4348.89	2440.18	3448.02	453.827	3382.55	1033.9	1349.77	648.674	2582.85	2515.99	692.725	2069.98	1177.62	4544.86	5481.31	116.046	1046.65	5267.37	426.791	640.064	698.537	1658.31	2120.01	6441.63	1994.52	2293.43	737.241	907.633	953.15	14196.2	41.0067	5621.72	2551.08	4083.93	2643.01	16224.1	955.879	3944.23	24831.7	500.81	5674.35	3099.87	6145.46	4639.79	1217.83	468.309	1727.22	1919	478.675	4044.44	860.221	4204.4	2034.68	1230.69	5705
ethyl glucuronide	0	5.82079	0	0.928466	0	0	119.615	0	77.9911	0	439.655	0	0	3.88408	0	41.2442	0	0	0	0	0	1720.11	0	0	0	206.943	25.883	0	0	2623.11	0	0	0	0	122.393	0	132.766	0	0	480.938	0	54.4848	14.2582	0	77.4396	0	13.9422	0	0	65.1994	1310.88	0	0	0	0	0	60.2404	38.1396	282.941	0	25.6721	13.3056	6.5475	53.5267	0	121.794	0	113.604	71.2872	0	33.4209	0	111.584	85.8043	0	0	0	0	33.0286	0	39.1379	1.5172	0	0	0	0	22.1065	32.9999	0	0	0	0	26.561	26.9007	0	425.956	0	32.2061	0	0	0	0
fructose/glucose/galactose*	608.145	139.316	257.222	193.868	577.017	135.832	301.162	1895.61	766.843	1889.67	998.05	428.049	1035.23	161.435	391.406	1265.34	1578.56	385.371	963.448	290.183	1215.19	640.267	1637.56	290.809	1144.27	208.169	1143.64	124.205	449.668	747.539	1416.39	1115.92	229.757	340.582	172.194	243.375	741.877	1072.48	455.619	1206.79	1261.48	261.435	439.556	478.983	349.265	250.238	1144.29	50.0848	209.334	891.835	1959.55	252.486	655.153	287.749	172.653	1100.79	212.872	2563.94	776.202	625.543	625.948	733.672	391.469	221.101	263.156	633.32	785.799	993.851	968.99	224.748	648.676	256.789	974.637	906.087	204.903	1100.38	1402.01	449.233	240.029	536.045	119.665	217.198	47.8944	112.068	110.475	268.623	679.14	59.7159	254.418	154.42	828.586	1366.16	409.977	40.8225	755.334	0	510.035	624.677	476.681	1447.98	635.069	324.784
fucose	25.6215	9.05772	67.0502	18.2726	20.4126	5.91638	26.7207	27.3625	14.1663	10.5374	52.4331	24.2502	26.767	7.16158	20.101	25.3438	21.6647	45.8312	185.693	13.188	55.3549	14.096	10.4894	12.4858	20.6829	11.8076	77.2065	7.66987	63.8504	10.5146	32.4262	20.9046	16.7557	39.533	12.6873	16.8513	125.013	189.54	51.346	14.6425	42.7912	18.9374	32.1529	23.3754	30.8913	49.4965	17.4662	20.0105	14.9814	22.1678	34.109	17.3662	12.6767	14.217	53.7838	20.8647	19.5179	53.5561	29.1779	39.2021	41.0137	26.2941	10.8423	17.1681	32.5033	24.1932	32.927	22.5931	13.641	25.0328	18.5702	20.1863	30.5404	18.1099	88.3714	32.4552	17.361	10.9958	3.22736	39.1272	8.44969	15.9928	18.7141	36.82	7.94792	12.7673	32.0022	15.583	10.8076	20.4171	35.6273	82.9357	10.9898	59.4233	21.8086	49.4036	20.2044	89.3304	45.2985	34.627	52.8868	13.4259
fumarate/maleate*	1156.86	125.779	2013.97	79.9481	2179.02	221.679	208.673	275.842	836.192	907.89	1135.68	34.7108	2150.39	1400.78	1147.52	1056.76	1230.27	1483.91	1786.33	1139.92	2487.47	1541.62	542.977	1734.85	849.229	1891.61	915.795	1367.57	2183.19	1693.21	1676.15	1735.09	1162.08	2185.56	1189.43	1931.39	2275.61	1720.1	1333.11	684.097	2937.61	597.485	927.894	1473.78	711.763	162.423	727.417	0	194.823	46.7638	320.923	755.356	1288.37	237.439	376.829	1537.18	1520.33	1796.06	2225.41	1570.22	1185.39	1218.47	2178.73	94.8487	147.428	1105.84	427.269	176.05	309.083	2027.83	1748.67	1475.21	703.255	1066.87	1262.55	675.399	908.169	143.032	102.014	282.657	66.79	102.022	127.487	230.174	251.178	161	284.587	138.141	305.317	157.819	157.786	166.186	354.293	96.198	1050.38	1991.34	476.303	127.782	153.209	1672.64	393.256	160.977
geranyl acetoacetate*	34.3694	30.4021	25.2759	103.213	22.9368	0	46.9156	29.1124	38.1275	11.389	11.8108	69.931	77.2614	112.449	77.8329	25.7411	66.4246	9.31032	67.3483	65.4338	52.9995	83.0742	101.703	63.4941	157.462	100.106	19.0588	122.309	110.415	70.2566	29.4096	86.7311	59.0622	51.7251	43.2956	54.6822	33.7534	31.7966	24.4039	15.0968	81.4871	14.1039	19.5959	12.2921	9.98691	120.633	35.1738	49.6095	178.608	6.98874	113.865	49.3636	70.0717	65.9336	16.9526	44.6993	40.8165	38.3922	15.1863	26.9512	14.1108	50.099	9.41038	11.5827	27.3413	21.3896	55.4935	17.4357	10.07	52.8536	39.2755	19.7858	44.4256	43.1066	21.4543	9.91967	12.7352	44.5443	27.2612	47.8218	110.419	23.5669	117.832	60.5865	97.6753	17.3886	241.149	168.019	204.443	117.101	29.6108	210.386	72.8199	36.2154	15.6167	25.7085	101.373	89.7862	29.6018	20.9812	22.236	79.83
glucurote	515.035	455.48	348.959	64.2846	1062.29	0	0	3558.06	435.657	1127.13	283.043	1734.64	1883.28	301.974	130.293	1422.73	165.077	1606.59	583.83	1006.72	2744.54	351.007	330.734	659.317	281.37	413.66	695.233	334.211	403.706	269.568	801.926	1434.63	389.496	1875.15	911.391	504.637	92.4509	1322.9	810.474	62.0474	3371	126.716	0	1318.19	86.7423	231.578	0	34.8112	1594.98	65.7368	155.271	490.34	492.517	977.895	253.422	684.449	334.209	1733.36	816.6	789.932	266.99	989.284	165.319	0	15.2726	334.605	127.711	0	190.295	167.436	1293.8	484.73	460.213	283.421	0	128.552	736.724	0	5.73239	246.85	1081.44	26.7185	115.638	979.82	317.226	215.374	0	378.208	2041.62	1840.95	1176.98	222.064	198.374	0	23.8501	0	163.161	36.4922	0	724.505	0	0
glutamate	27384.3	3603.1	27757.6	3412.28	21130.8	4169.92	605.045	12232.2	18878	10778.5	12515.2	3516.11	25029.7	25362.5	29889.3	18473.6	25594.4	13069.8	29132.1	25224	27457.6	25975.5	32053.6	25894.9	19534	36850.9	19460.9	25527.3	31855.6	33255.9	18732.7	21015.5	37200	34526	25420.7	36022.9	19991.4	21538.2	9057.74	16392	40855.3	11207.8	41234.7	12428.1	14464.1	13605.1	16386.9	4810.44	11833.4	25618.2	22634.3	20221.4	25819.8	16832.1	26569.9	20561.3	20746.5	29291.2	23047.6	21885.7	13122.2	20503	26722.6	7321.39	21634.9	16361.2	16540.3	16552.3	14506.9	34955.6	19218.5	22377.4	16297.8	28003	25879	24865.6	5117.74	2612.39	67.0635	6609.87	7112.03	11403.6	7094.73	10250.5	15810	3500.88	9256.11	8294.35	3437.24	13785.5	9400.8	7611.65	10268	235.897	15693.2	2986	8658.69	3466.15	3828.47	17024.5	23705.6	31960.9
glutamine	2314.9	110.673	1944.96	50.8876	1200.1	661.547	38.9332	369.741	1627.87	1213.78	1384.86	69.4703	1366.48	1217.21	908.597	1023.76	2390.42	204.226	2757.46	2489.71	1052.22	2002.57	2361.09	993.86	1518.26	1558.27	4900.44	1325.78	1497.4	1617.32	1397.77	1306.25	219.092	1045.97	2635.1	1438.81	2524.98	3207.36	1182.47	1146.06	333.796	760.66	2746.04	152.222	822.317	324.569	5944.29	27.7476	43.5653	10593.6	3019.43	2569.95	6646.62	1643.26	9337.74	1397.86	1901.26	5241.32	3344.34	2058.78	1409.15	2546.58	3598.49	2498.91	471.962	1887.25	1912.86	5108.12	2554.3	906.695	2954.81	2666.49	1541.16	2348.97	2933.9	1370.11	337.635	274.725	0	218.75	12.5606	1072.95	52.9567	92.3905	892.867	47.8917	538.465	298.536	0	62.2688	46.2575	5.54475	746.335	7.08893	2145.65	515.892	133.309	97.5229	71.4852	708.423	1930.72	915.228
glycerate	205.549	170.352	969.514	211.185	552.678	184.076	109.674	1543.03	887.696	325.896	461.474	508.832	627.008	283.786	1744.9	490.899	1802.81	484.707	5225.39	907.057	3057.78	2209.14	457.392	2686.39	328.563	358.228	2268.3	571.124	502.677	3342.84	605.256	3160.26	565.441	451.148	1642.63	767.089	272.049	523.103	1070.29	727.957	2546.03	987.866	595.644	818.185	1402.92	889.208	348.876	212.031	498.292	1000.44	875.022	375.946	957.943	985.785	738.462	610.31	838.878	3313.58	486.801	659.406	221.562	417.623	6353.36	305.351	635.523	424.623	366.707	650.771	119.032	190.807	2719.39	798.13	250.885	1540.82	483.667	336.274	547.048	206.335	255.681	324.572	635.163	120.241	574.977	1207.39	848.339	1224.28	310.706	468.175	210.012	1325.91	1625.32	1566.94	1122.04	42.9364	632.718	483.7	572.289	312.603	584.528	286.072	5558.11	2802.05
